'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY DESCRIPTION','BODY SYSTEM'
'01780',"TB ESOPHAGUS-UNSPEC",'0','1'
'01781',"TB ESOPHAGUS-NO EXAM",'0','1'
'01782',"TB ESOPHAGUS-EXAM UNKN",'0','1'
'01783',"TB ESOPHAGUS-MICRO DX",'0','1'
'01784',"TB ESOPHAGUS-CULT DX",'0','1'
'01785',"TB ESOPHAGUS-HISTO DX",'0','1'
'01786',"TB ESOPHAGUS-OTH TEST",'0','1'
'01790',"TB OF ORGAN NEC-UNSPEC",'0','1'
'01791',"TB OF ORGAN NEC-NO EXAM",'0','1'
'01792',"TB ORGAN NEC-EXAM UNKN",'0','1'
'01793',"TB OF ORGAN NEC-MICRO DX",'0','1'
'01794',"TB OF ORGAN NEC-CULT DX",'0','1'
'01795',"TB OF ORGAN NEC-HISTO DX",'0','1'
'01796',"TB OF ORGAN NEC-OTH TEST",'0','1'
'01800',"ACUTE MILIARY TB-UNSPEC",'0','1'
'01801',"ACUTE MILIARY TB-NO EXAM",'0','1'
'01802',"AC MILIARY TB-EXAM UNKN",'0','1'
'01803',"AC MILIARY TB-MICRO DX",'0','1'
'01804',"ACUTE MILIARY TB-CULT DX",'0','1'
'01805',"AC MILIARY TB-HISTO DX",'0','1'
'01806',"AC MILIARY TB-OTH TEST",'0','1'
'01880',"MILIARY TB NEC-UNSPEC",'0','1'
'01881',"MILIARY TB NEC-NO EXAM",'0','1'
'01882',"MILIARY TB NEC-EXAM UNKN",'0','1'
'01883',"MILIARY TB NEC-MICRO DX",'0','1'
'01884',"MILIARY TB NEC-CULT DX",'0','1'
'01885',"MILIARY TB NEC-HISTO DX",'0','1'
'01886',"MILIARY TB NEC-OTH TEST",'0','1'
'01890',"MILIARY TB NOS-UNSPEC",'0','1'
'01891',"MILIARY TB NOS-NO EXAM",'0','1'
'01892',"MILIARY TB NOS-EXAM UNKN",'0','1'
'01893',"MILIARY TB NOS-MICRO DX",'0','1'
'01894',"MILIARY TB NOS-CULT DX",'0','1'
'01895',"MILIARY TB NOS-HISTO DX",'0','1'
'01896',"MILIARY TB NOS-OTH TEST",'0','1'
'0200 ',"BUBONIC PLAGUE",'0','1'
'0201 ',"CELLULOCUTANEOUS PLAGUE",'0','1'
'0202 ',"SEPTICEMIC PLAGUE",'0','1'
'0203 ',"PRIMARY PNEUMONIC PLAGUE",'0','1'
'0204 ',"SECONDARY PNEUMON PLAGUE",'0','1'
'0205 ',"PNEUMONIC PLAGUE NOS",'0','1'
'0208 ',"OTHER TYPES OF PLAGUE",'0','1'
'0209 ',"PLAGUE NOS",'0','1'
'0210 ',"ULCEROGLANDUL TULAREMIA",'0','1'
'0211 ',"ENTERIC TULAREMIA",'0','1'
'0212 ',"PULMONARY TULAREMIA",'0','1'
'0213 ',"OCULOGLANDULAR TULAREMIA",'0','1'
'0218 ',"TULAREMIA NEC",'0','1'
'0219 ',"TULAREMIA NOS",'0','1'
'0220 ',"CUTANEOUS ANTHRAX",'0','1'
'0221 ',"PULMONARY ANTHRAX",'0','1'
'0222 ',"GASTROINTESTINAL ANTHRAX",'0','1'
'0223 ',"ANTHRAX SEPTICEMIA",'0','1'
'0228 ',"OTHER ANTHRAX MANIFEST",'0','1'
'0229 ',"ANTHRAX NOS",'0','1'
'0230 ',"BRUCELLA MELITENSIS",'0','1'
'0231 ',"BRUCELLA ABORTUS",'0','1'
'0232 ',"BRUCELLA SUIS",'0','1'
'0233 ',"BRUCELLA CANIS",'0','1'
'0238 ',"BRUCELLOSIS NEC",'0','1'
'0239 ',"BRUCELLOSIS NOS",'0','1'
'024  ',"GLANDERS",'0','1'
'025  ',"MELIOIDOSIS",'0','1'
'0260 ',"SPIRILLARY FEVER",'0','1'
'0261 ',"STREPTOBACILLARY FEVER",'0','1'
'0269 ',"RAT-BITE FEVER NOS",'0','1'
'0270 ',"LISTERIOSIS",'0','1'
'0271 ',"ERYSIPELOTHRIX INFECTION",'0','1'
'0272 ',"PASTEURELLOSIS",'0','1'
'0278 ',"ZOONOTIC BACT DIS NEC",'0','1'
'0279 ',"ZOONOTIC BACT DIS NOS",'0','1'
'0300 ',"LEPROMATOUS LEPROSY",'0','1'
'0301 ',"TUBERCULOID LEPROSY",'0','1'
'0302 ',"INDETERMINATE LEPROSY",'0','1'
'0303 ',"BORDERLINE LEPROSY",'0','1'
'0308 ',"LEPROSY NEC",'0','1'
'0309 ',"LEPROSY NOS",'0','1'
'0310 ',"PULMONARY MYCOBACTERIA",'0','1'
'0311 ',"CUTANEOUS MYCOBACTERIA",'0','1'
'0312 ',"DX DUE TO DISSEM MYCOBACT (Begin 1997)",'0','1'
'0318 ',"MYCOBACTERIAL DIS NEC",'0','1'
'0319 ',"MYCOBACTERIAL DIS NOS",'0','1'
'0320 ',"FAUCIAL DIPHTHERIA",'0','1'
'0321 ',"NASOPHARYNX DIPHTHERIA",'0','1'
'0322 ',"ANT NASAL DIPHTHERIA",'0','1'
'0323 ',"LARYNGEAL DIPHTHERIA",'0','1'
'03281',"CONJUNCTIVAL DIPHTHERIA",'0','1'
'03282',"DIPHTHERITIC MYOCARDITIS",'0','1'
'03283',"DIPHTHERITIC PERITONITIS",'0','1'
'03284',"DIPHTHERITIC CYSTITIS",'0','1'
'03285',"CUTANEOUS DIPHTHERIA",'0','1'
'03289',"DIPHTHERIA NEC",'0','1'
'0329 ',"DIPHTHERIA NOS",'0','1'
'0330 ',"BORDETELLA PERTUSSIS",'0','1'
'0331 ',"BORDETELLA PARAPERTUSSIS",'0','1'
'0338 ',"WHOOPING COUGH NEC",'0','1'
'0339 ',"WHOOPING COUGH NOS",'0','1'
'0340 ',"STREP SORE THROAT",'0','1'
'0341 ',"SCARLET FEVER",'0','1'
'035  ',"ERYSIPELAS",'0','1'
'0360 ',"MENINGOCOCCAL MENINGITIS",'0','1'
'0361 ',"MENINGOCOCC ENCEPHALITIS",'0','1'
'0362 ',"MENINGOCOCCEMIA",'0','1'
'0363 ',"MENINGOCOCC ADRENAL SYND",'0','1'
'03640',"MENINGOCOCC CARDITIS NOS",'0','1'
'03641',"MENINGOCOCC PERICARDITIS",'0','1'
'03642',"MENINGOCOCC ENDOCARDITIS",'0','1'
'03643',"MENINGOCOCC MYOCARDITIS",'0','1'
'03681',"MENINGOCOCC OPTIC NEURIT",'0','1'
'03682',"MENINGOCOCC ARTHROPATHY",'0','1'
'03689',"MENINGOCOCCAL INFECT NEC",'0','1'
'0369 ',"MENINGOCOCCAL INFECT NOS",'0','1'
'037  ',"TETANUS",'0','1'
'0380 ',"STREPTOCOCCAL SEPTICEMIA",'0','1'
'0381 ',"STAPHYLOCOCC SEPTICEMIA  (End 1997)",'0','1'
'03810',"STAPH SEPTICEMIA UNSPEC (Begin 1997)",'0','1'
'03811',"STAPH AUREUS SEPTICEMIA (Begin 1997)",'0','1'
'03812',"MRSA SEPTICEMIA (begin 2008)",'0','1'
'03819',"OT STAPH SEPTICEMIA (Begin 1997)",'0','1'
'0382 ',"PNEUMOCOCCAL SEPTICEMIA",'0','1'
'0383 ',"ANAEROBIC SEPTICEMIA",'0','1'
'03840',"GRAM-NEG SEPTICEMIA NOS",'0','1'
'03841',"H. INFLUENAE SEPTICEMIA",'0','1'
'03842',"E COLI SEPTICEMIA",'0','1'
'03843',"PSEUDOMONAS SEPTICEMIA",'0','1'
'03844',"SERRATIA SEPTICEMIA",'0','1'
'03849',"GRAM-NEG SEPTICEMIA NEC",'0','1'
'0388 ',"SEPTICEMIA NEC",'0','1'
'0389 ',"SEPTICEMIA NOS",'0','1'
'0390 ',"CUTANEOUS ACTINOMYCOSIS",'0','1'
'0391 ',"PULMONARY ACTINOMYCOSIS",'0','1'
'0392 ',"ABDOMINAL ACTINOMYCOSIS",'0','1'
'0393 ',"CERVICOFAC ACTINOMYCOSIS",'0','1'
'0394 ',"MADURA FOOT",'0','1'
'0398 ',"ACTINOMYCOSIS NEC",'0','1'
'0399 ',"ACTINOMYCOSIS NOS",'0','1'
'0400 ',"GAS GANGRENE",'0','1'
'0401 ',"RHINOSCLEROMA",'0','1'
'0402 ',"'WHIPPLE'S DISEASE'",'0','1'
'0403 ',"NECROBACILLOSIS",'0','1'
'04041',"INFANT BOTULISM (Begin 2007)",'0','1'
'04042',"WOUND BOTULISM (Begin 2007)",'0','1'
'04081',"TROPICAL PYOMYOSITIS",'0','1'
'04082',"TOXIC SHOCK SYNDROME (Begin 2002)",'0','1'
'04089',"BACTERIAL DISEASES NEC",'0','1'
'0410 ',"STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992)",'0','1'
'04100',"STREPTOCOCCUS UNSPEC (Begin 1992)",'0','1'
'04101',"GROUP A STREPTOCOCCUS (Begin 1992)",'0','1'
'04102',"GROUP B STREPTOCOCCUS (Begin 1992)",'0','1'
'04103',"GROUP C STREPTOCOCCUS (Begin 1992)",'0','1'
'04104',"GROUP D STREPTOCOCCUS (Begin 1992)",'0','1'
'04105',"GROUP G STREPTOCOCCUS (Begin 1992)",'0','1'
'04109',"OTHER STREPTOCOCCUS (Begin 1992)",'0','1'
'0411 ',"STAPH INFECTION NOS (Begin 1980 End 1992)",'0','1'
'04110',"STAPH UNSPEC (Begin 1992)",'0','1'
'04111',"STAPH AUREUS (Begin 1992)",'0','1'
'04112',"MRSA ELSEWHERE/NOS (begin 2008)",'0','1'
'04119',"OTHER STAPH (Begin 1992)",'0','1'
'0412 ',"PNEUMOCOCCUS INFECT NOS",'0','1'
'0413 ',"KLEBSIELLA INFECT NOS",'0','1'
'0414 ',"E. COLI INFECT NOS (end 2011)",'0','1'
'04141',"Shiga txn-produce E.coli (begin 2011)",'0','1'
'04142',"Shga txn prod E.coli NEC (begin 2011)",'0','1'
'04143',"Shga txn prod E.coli NOS (begin 2011)",'0','1'
'04149',"E.coli infection NEC/NOS (begin 2011)",'0','1'
'0415 ',"H. INFLUENZAE INFECT NOS",'0','1'
'0416 ',"PROTEUS INFECTION NOS",'0','1'
'0417 ',"PSEUDOMONAS INFECT NOS",'0','1'
'0418 ',"BACTERIAL INFECTION NEC (Begin 1980 End 1992)",'0','1'
'04181',"MYCOPLASMA (Begin 1992)",'0','1'
'04182',"BACILLUS FRAGILIS (Begin 1992)",'0','1'
'04183',"CLOSTRID PERFRINGENS (Begin 1992)",'0','1'
'04184',"OTHER ANAEROBES (Begin 1992)",'0','1'
'04185',"OTHER GRAM NEG ORGS (Begin 1992)",'0','1'
'04186',"HELICOBACTER PYLORI INFECTION (Begin 1995)",'0','1'
'04189',"OTHER SPEC BACTERIA (Begin 1992)",'0','1'
'0419 ',"BACTERIAL INFECTION NOS",'0','1'
'042  ',"HIV DISEASE (Begin 1994)",'1','1'
'0420 ',"HIV W/SPECIF INFECTIONS (Begin 1986 End 1994)",'1','1'
'0421 ',"HIV CAUS OTH SPEC INFECT (Begin 1986 End 1994)",'1','1'
'0422 ',"HIV W/SPEC MALIG NEOPLSM (Begin 1986 End 1994)",'1','1'
'0429 ',"AIDS UNSPECIFIED (Begin 1986 End 1994)",'1','1'
'0430 ',"HIV CAUS LYMPHADENOPATHY (Begin 1986 End 1994)",'1','1'
'0431 ',"HIV CAUS SP CNS DISEASE (Begin 1986 End 1994)",'1','1'
'0432 ',"HIV CAUS OT DISOR IMMUNE (Begin 1986 End 1994)",'1','1'
'0433 ',"HIV CAUS OTH SPECIF COND (Begin 1986 End 1994)",'1','1'
'0439 ',"ARC UNSPECIFIED (Begin 1986 End 1994)",'1','1'
'0440 ',"HIV CAUS ACUTE INFECTION (Begin 1986 End 1994)",'1','1'
'0449 ',"HIV UNSPECIFIED (Begin 1986 End 1994)",'1','1'
'04500',"AC BULBAR POLIO-TYPE NOS",'0','1'
'04501',"AC BULBAR POLIO-TYPE 1",'0','1'
'04502',"AC BULBAR POLIO-TYPE 2",'0','1'
'04503',"AC BULBAR POLIO-TYPE 3",'0','1'
'04510',"PARAL POLIO NEC-TYPE NOS",'0','1'
'04511',"PARAL POLIO NEC-TYPE 1",'0','1'
'04512',"PARAL POLIO NEC-TYPE 2",'0','1'
'04513',"PARAL POLIO NEC-TYPE 3",'0','1'
'04520',"NONPARALY POLIO-TYPE NOS",'0','1'
'04521',"NONPARALYT POLIO-TYPE 1",'0','1'
'04522',"NONPARALYT POLIO-TYPE 2",'0','1'
'04523',"NONPARALYT POLIO-TYPE 3",'0','1'
'04590',"AC POLIO NOS-TYPE NOS",'0','1'
'04591',"AC POLIO NOS-TYPE 1",'0','1'
'04592',"AC POLIO NOS-TYPE 2",'0','1'
'04593',"AC POLIO NOS-TYPE 3",'0','1'
'0460 ',"KURU",'1','1'
'0461 ',"JAKOB-CREUTZFELDT DIS (end 2008)",'1','1'
'04611',"VARNT CREUTZFELDT-JAKOB (begin 2008)",'1','1'
'04619',"CREUTZFLDT-JAKOB NEC/NOS (begin 2008)",'1','1'
'0462 ',"SUBAC SCLEROS PANENCEPH",'1','1'
'0463 ',"PROG MULTIFOC LEUKOENCEP",'1','1'
'04671',"GERSTMN-STRAUS-SCHNK SYN (begin 2008)",'1','1'
'04672',"FATAL FAMILIAL INSOMNIA (begin 2008)",'1','1'
'04679',"PRION DIS OF CNS NEC/NOS (begin 2008)",'1','1'
'0468 ',"CNS SLOW VIRUS INFEC NEC",'1','1'
'0469 ',"CNS SLOW VIRUS INFEC NOS",'1','1'
'0470 ',"COXSACKIE VIRUS MENING",'0','1'
'0471 ',"ECHO VIRUS MENINGITIS",'0','1'
'0478 ',"VIRAL MENINGITIS NEC",'0','1'
'0479 ',"VIRAL MENINGITIS NOS",'0','1'
'048  ',"OTH ENTEROVIRAL CNS DIS",'0','1'
'0490 ',"LYMPHOCYTIC CHORIOMENING",'0','1'
'0491 ',"ADENOVIRAL MENINGITIS",'0','1'
'0498 ',"VIRAL ENCEPHALITIS NEC",'0','1'
'0499 ',"VIRAL ENCEPHALITIS NOS",'0','1'
'0500 ',"VARIOLA MAJOR",'0','1'
'0501 ',"ALASTRIM",'0','1'
'0502 ',"MODIFIED SMALLPOX",'0','1'
'0509 ',"SMALLPOX NOS",'0','1'
'0510 ',"COWPOX (end 2008)",'0','1'
'05101',"COWPOX (begin 2008)",'0','1'
'05102',"VACCINIA N/F VACCINATION (begin 2008)",'0','1'
'0511 ',"PSEUDOCOWPOX",'0','1'
'0512 ',"CONTAGIOUS PUSTULAR DERM",'0','1'
'0519 ',"PARAVACCINIA NOS",'0','1'
'0520 ',"POSTVARICELLA ENCEPHALIT",'0','1'
'0521 ',"VARICELLA PNEUMONITIS",'0','1'
'0522 ',"POSTVARICELLA MYELITIS (Begin 2006)",'0','1'
'0527 ',"VARICELLA COMPLICAT NEC",'0','1'
'0528 ',"VARICELLA COMPLICAT NOS",'0','1'
'0529 ',"VARICELLA UNCOMPLICATED",'0','1'
'0530 ',"HERPES ZOSTER MENINGITIS",'0','1'
'05310',"H ZOSTER NERV SYST NOS",'0','1'
'05311',"GENICULATE HERPES ZOSTER",'0','1'
'05312',"POSTHERPES TRIGEM NEURAL",'0','1'
'05313',"POSTHERPES POLYNEUROPATH",'0','1'
'05314',"HERPES ZOSTER MYELITIS (Begin 2006)",'0','1'
'05319',"H ZOSTER NERV SYST NEC",'0','1'
'05320',"HERPES ZOSTER OF EYELID",'0','1'
'05321',"H ZOSTER KERATOCONJUNCT",'0','1'
'05322',"H ZOSTER IRIDOCYCLITIS",'0','1'
'05329',"HERPES ZOSTER OF EYE NEC",'0','1'
'05371',"H ZOSTER OTITIS EXTERNA",'0','1'
'05379',"H ZOSTER COMPLICATED NEC",'0','1'
'0538 ',"H ZOSTER COMPLICATED NOS",'0','1'
'0539 ',"HERPES ZOSTER NOS",'0','1'
'0540 ',"ECZEMA HERPETICUM",'0','1'
'05410',"GENITAL HERPES NOS",'1','1'
'05411',"HERPETIC VULVOVAGINITIS",'1','1'
'05412',"HERPETIC ULCER OF VULVA",'1','1'
'05413',"HERPETIC INFECT OF PENIS",'1','1'
'05419',"GENITAL HERPES NEC",'1','1'
'0542 ',"HERPETIC GINGIVOSTOMAT",'0','1'
'0543 ',"HERPETIC ENCEPHALITIS",'0','1'
'05440',"HERPES SIMPLEX EYE NOS",'0','1'
'05441',"HERPES SIMPLEX OF EYELID",'0','1'
'05442',"DENDRITIC KERATITIS",'0','1'
'05443',"H SIMPLEX KERATITIS",'0','1'
'05444',"H SIMPLEX IRIDOCYCLITIS",'0','1'
'05449',"HERPES SIMPLEX EYE NEC",'0','1'
'0545 ',"HERPETIC SEPTICEMIA",'0','1'
'0546 ',"HERPETIC WHITLOW",'0','1'
'05471',"VISCERAL HERPES SIMPLEX",'0','1'
'05472',"H SIMPLEX MENINGITIS",'0','1'
'05473',"H SIMPLEX OTITIS EXTERNA",'0','1'
'05474',"HERPES SIMPLEX MYELITIS (Begin 2006)",'0','1'
'05479',"H SIMPLEX COMPLICAT NEC",'0','1'
'0548 ',"H SIMPLEX COMPLICAT NOS",'0','1'
'0549 ',"HERPES SIMPLEX NOS",'0','1'
'0550 ',"POSTMEASLES ENCEPHALITIS",'0','1'
'0551 ',"POSTMEASLES PNEUMONIA",'0','1'
'0552 ',"POSTMEASLES OTITIS MEDIA",'0','1'
'05571',"MEASLES KERATITIS",'0','1'
'05579',"MEASLES COMPLICATION NEC",'0','1'
'0558 ',"MEASLES COMPLICATION NOS",'0','1'
'0559 ',"MEASLES UNCOMPLICATED",'0','1'
'05600',"RUBELLA NERVE COMPL NOS",'0','1'
'05601',"RUBELLA ENCEPHALITIS",'0','1'
'05609',"RUBELLA NERVE COMPL NEC",'0','1'
'05671',"ARTHRITIS DUE TO RUBELLA",'0','1'
'05679',"RUBELLA COMPLICATION NEC",'0','1'
'0568 ',"RUBELLA COMPLICATION NOS",'0','1'
'0569 ',"RUBELLA UNCOMPLICATED",'0','1'
'0570 ',"ERYTHEMA INFECTIOSUM",'0','1'
'0578 ',"VIRAL EXANTHEMATA NEC",'0','1'
'0579 ',"VIRAL EXANTHEMATA NOS",'0','1'
'05810',"ROSEOLA INFANTUM NOS (Begin 2007)",'0','1'
'05811',"ROSEOLA INFANT D/T HHV-6 (Begin 2007)",'0','1'
'05812',"ROSEOLA INFANT D/T HHV-7 (Begin 2007)",'0','1'
'05821',"HUMAN HERPESVIR 6 ENCEPH (Begin 2007)",'0','1'
'05829',"HUMAN HERPESVR ENCPH NEC (Begin 2007)",'0','1'
'05881',"HUMAN HERPESVIRUS 6 INFC (Begin 2007)",'0','1'
'05882',"HUMAN HERPESVIRUS 7 INFC (Begin 2007)",'0','1'
'05889',"HUMAN HERPESVIRS INF NEC (Begin 2007)",'0','1'
'05900',"ORTHOPOXVIRUS INFECT NOS (begin 2008)",'0','1'
'05901',"MONKEYPOX (begin 2008)",'0','1'
'05909',"ORTHOPOXVIRUS INFECT NEC (begin 2008)",'0','1'
'05910',"PARAPOXVIRUS INFECTN NOS (begin 2008)",'0','1'
'05911',"BOVINE STOMATITIS (begin 2008)",'0','1'
'05912',"SEALPOX (begin 2008)",'0','1'
'05919',"PARAPOXVIRUS INFECTN NEC (begin 2008)",'0','1'
'05920',"YATAPOXVIRUS INFECTN NOS (begin 2008)",'0','1'
'05921',"TANAPOX (begin 2008)",'0','1'
'05922',"YABA MONKEY TUMOR VIRUS (begin 2008)",'0','1'
'0598 ',"POXVIRUS INFECTIONS NEC (begin 2008)",'0','1'
'0599 ',"POXVIRUS INFECTION NOS (begin 2008)",'0','1'
'0600 ',"SYLVATIC YELLOW FEVER",'0','1'
'0601 ',"URBAN YELLOW FEVER",'0','1'
'0609 ',"YELLOW FEVER NOS",'0','1'
'061  ',"DENGUE",'0','1'
'0620 ',"JAPANESE ENCEPHALITIS",'0','1'
'0621 ',"WEST EQUINE ENCEPHALITIS",'0','1'
'0622 ',"EAST EQUINE ENCEPHALITIS",'0','1'
'0623 ',"ST LOUIS ENCEPHALITIS",'0','1'
'0624 ',"AUSTRALIAN ENCEPHALITIS",'0','1'
'0625 ',"CALIFORNIA ENCEPHALITIS",'0','1'
'0628 ',"MOSQUIT-BORNE ENCEPH NEC",'0','1'
'0629 ',"MOSQUIT-BORNE ENCEPH NOS",'0','1'
'0630 ',"RUSSIA SPR-SUMMER ENCEPH",'0','1'
'0631 ',"LOUPING ILL",'0','1'
'0632 ',"CENT EUROPE ENCEPHALITIS",'0','1'
'0638 ',"TICK-BORNE ENCEPH NEC",'0','1'
'0639 ',"TICK-BORNE ENCEPH NOS",'0','1'
'064  ',"VIR ENCEPH ARTHROPOD NEC",'0','1'
'0650 ',"CRIMEAN HEMORRHAGIC FEV",'0','1'
'0651 ',"OMSK HEMORRHAGIC FEVER",'0','1'
'0652 ',"KYASANUR FOREST DISEASE",'0','1'
'0653 ',"TICK-BORNE HEM FEVER NEC",'0','1'
'0654 ',"MOSQUITO-BORNE HEM FEVER",'0','1'
'0658 ',"ARTHROPOD HEM FEVER NEC",'0','1'
'0659 ',"ARTHROPOD HEM FEVER NOS",'0','1'
'0660 ',"PHLEBOTOMUS FEVER",'0','1'
'0661 ',"TICK-BORNE FEVER",'0','1'
'0662 ',"VENEZUELAN EQUINE FEVER",'0','1'
'0663 ',"MOSQUITO-BORNE FEVER NEC",'0','1'
'0664 ',"WEST NILE FEVER (Begin 2002 End 2004)",'0','1'
'06640',"WEST NILE FEVER NOS (Begin 2004)",'0','1'
'06641',"WEST NILE FEVER W/ENCEPH (Begin 2004)",'0','1'
'06642',"WEST NILE NEURO MAN NEC (Begin 2004)",'0','1'
'06649',"WEST NILE W COMPLIC NEC (Begin 2004)",'0','1'
'0668 ',"ARTHROPOD VIRUS NEC",'0','1'
'0669 ',"ARTHROPOD VIRUS NOS",'0','1'
'0700 ',"HEPATITIS A WITH COMA",'0','1'
'0701 ',"HEPATITIS A W/O COMA",'0','1'
'0702 ',"HEPATITIS B WITH COMA (Begin 1980 End 1991)",'0','1'
'07020',"VRL HEPAT B CM W/O DELTA (Begin 1991)",'0','1'
'07021',"VRL HEPAT B CM W DELTA (Begin 1991)",'0','1'
'07022',"CHR HEPAT COMA W/O DELTA (Begin 1994)",'1','1'
'07023',"CHR HEPAT COMA W/ DELTA (Begin 1994)",'1','1'
'0703 ',"HEPATITIS B W/O COMA (Begin 1980 End 1991)",'0','1'
'07030',"VRL HPT B W/O CM W/O DLT (Begin 1991)",'0','1'
'07031',"VRL HPT B W/O CM W DELTA (Begin 1991)",'0','1'
'07032',"CHR HEPAT W/O COMA W/O DELTA (Begin 1994)",'1','1'
'07033',"CHR HEPAT W/O COMA W/ DELTA (Begin 1994)",'1','1'
'0704 ',"VIRAL HEPAT NEC W COMA (Begin 1980 End 1991)",'0','1'
'07041',"SPF VRL HPT CM HPT C (Begin 1991)",'0','1'
'07042',"SPF VRL HPT CM DLT W/O B (Begin 1991)",'0','1'
'07043',"SPF VRL HPT CM HPT E (Begin 1991)",'0','1'
'07044',"CHR HEPAT C W/ COMA (Begin 1994)",'1','1'
'07049',"SPF VRL HPT CM (Begin 1991)",'0','1'
'0705 ',"VIRAL HEPAT NEC W/O COMA (Begin 1980 End 1991)",'0','1'
'07051',"VRL HPT W/O CM HEPAT C (Begin 1991)",'0','1'
'07052',"VRL HPT W/O CM DLT W/O B (Begin 1991)",'0','1'
'07053',"VRL HPT W/O CM HEPAT E (Begin 1991)",'0','1'
'07054',"CHR HEPAT C W/O COMA (Begin 1994)",'1','1'
'07059',"VRL HPT W/O CM (Begin 1991)",'0','1'
'0706 ',"VIRAL HEPAT NOS W COMA",'0','1'
'07070',"HPT C W/O HEPAT COMA NOS (Begin 2004)",'0','1'
'07071',"HPT C W HEPATIC COMA NOS (Begin 2004)",'0','1'
'0709 ',"VIRAL HEPAT NOS W/O COMA",'0','1'
'071  ',"RABIES",'0','1'
'0720 ',"MUMPS ORCHITIS",'0','1'
'0721 ',"MUMPS MENINGITIS",'0','1'
'0722 ',"MUMPS ENCEPHALITIS",'0','1'
'0723 ',"MUMPS PANCREATITIS",'0','1'
'07271',"MUMPS HEPATITIS",'0','1'
'07272',"MUMPS POLYNEUROPATHY",'0','1'
'07279',"MUMPS COMPLICATION NEC",'0','1'
'0728 ',"MUMPS COMPLICATION NOS",'0','1'
'0729 ',"MUMPS UNCOMPLICATED",'0','1'
'0730 ',"ORNITHOSIS PNEUMONIA",'0','1'
'0737 ',"ORNITHOSIS COMPLICAT NEC",'0','1'
'0738 ',"ORNITHOSIS COMPLICAT NOS",'0','1'
'0739 ',"ORNITHOSIS NOS",'0','1'
'0740 ',"HERPANGINA",'0','1'
'0741 ',"EPIDEMIC PLEURODYNIA",'0','1'
'07420',"COXSACKIE CARDITIS NOS",'0','1'
'07421',"COXSACKIE PERICARDITIS",'0','1'
'07422',"COXSACKIE ENDOCARDITIS",'0','1'
'07423',"COXSACKIE MYOCARDITIS",'0','1'
'0743 ',"HAND FOOT & MOUTH DIS",'0','1'
'0748 ',"COXSACKIE VIRUS NEC",'0','1'
'075  ',"INFECTIOUS MONONUCLEOSIS",'0','1'
'0760 ',"TRACHOMA INITIAL STAGE",'1','1'
'0761 ',"TRACHOMA ACTIVE STAGE",'1','1'
'0769 ',"TRACHOMA NOS",'1','1'
'0770 ',"INCLUSION CONJUNCTIVITIS",'0','1'
'0771 ',"EPIDEM KERATOCONJUNCTIV",'0','1'
'0772 ',"PHARYNGOCONJUNCT FEVER",'0','1'
'0773 ',"ADENOVIRAL CONJUNCT NEC",'0','1'
'0774 ',"EPIDEM HEM CONJUNCTIVIT",'0','1'
'0778 ',"VIRAL CONJUNCTIVITIS NEC",'0','1'
'0779 ',"VIRAL CONJUNCTIVITIS NOS  (End 1993)",'0','1'
'07798',"DIS OF CONJUNCT DUE TO CHLAMYDIAE (Begin 1993)",'0','1'
'07799',"DIS OF CONJUNCT DUE TO VIRUSES (Begin 1993)",'0','1'
'0780 ',"MOLLUSCUM CONTAGIOSUM",'0','1'
'0781 ',"VIRAL WARTS  (End 1993)",'0','1'
'07810',"VIRAL WARTS UNSPEC (Begin 1993)",'0','1'
'07811',"CONDYLOMA ACCUMINATUM (Begin 1993)",'0','1'
'07812',"PLANTAR WART (begin 2008)",'0','1'
'07819',"OTHER SPEC VIRAL WARTS (Begin 1993)",'0','1'
'0782 ',"SWEATING FEVER",'0','1'
'0783 ',"CAT-SCRATCH DISEASE",'0','1'
'0784 ',"FOOT & MOUTH DISEASE",'0','1'
'0785 ',"CYTOMEGAL INCLUSION DIS",'0','1'
'0786 ',"HEM NEPHROSONEPHRITIS",'0','1'
'0787 ',"ARENAVIRAL HEM FEVER",'0','1'
'07881',"EPIDEMIC VERTIGO",'0','1'
'07882',"EPIDEMIC VOMITING SYND",'0','1'
'07888',"OTH SPEC DISEASE DUE TO CHLAMYDIAE (Begin 1993)",'0','1'
'07889',"VIRAL DISEASE NEC",'0','1'
'0790 ',"ADENOVIRUS INFECT NOS",'0','1'
'0791 ',"ECHO VIRUS INFECT NOS",'0','1'
'0792 ',"COXSACKIE VIRUS INF NOS",'0','1'
'0793 ',"RHINOVIRUS INFECT NOS",'0','1'
'0794 ',"HUMAN PAPILLOMA VIRUS (Begin 1993)",'0','1'
'07950',"UNSPEC RETROVIRUS (Begin 1993)",'0','1'
'07951',"HTLV TYPE I (Begin 1993)",'0','1'
'07952',"HTLV TYPE II (Begin 1993)",'0','1'
'07953',"HIV TYPE 2 (Begin 1993)",'0','1'
'07959',"OTH SPEC RETROVIRUS (Begin 1993)",'0','1'
'0796 ',"RESPIR SYNCITIAL VIRUS (Begin 1996)",'0','1'
'0798 ',"VIRAL INFECTION NEC  (End 1993)",'0','1'
'07981',"HANTAVIRUS INFECTION (Begin 1995)",'0','1'
'07982',"SARS-ASSOCIATED CORONAVIRUS (Begin 2003)",'0','1'
